ID,Compounds,Microorganism,hydroxamate,catecholate,a-hydroxycarboxylate,carboxylate,phenolate,citrate,other,SMILES,validate smiles,SMARTS,SELFIES
163,Fuscachelin A,Thermobifida fusca,1,2,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(=O)NCC(=O)N[C@H](C2=O)COC(=O)[C@H](CCCN2O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(N)=N)NC(=O)c3c(O)c(O)ccc3,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H]1-[#6](=[#8])-[#7](-[#6]-[#6]-[#6]-[#6@@H](-[#6](-[#8]-[#6]-1)=[#8])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1)-[#8],[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][=O][C][O][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][N][Ring1][O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
164,fuscachelin B,Thermobifida fusca,1,2,0,1,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H](C(O)=O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(N)=N)NC(=O)c2c(O)c(O)ccc2,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#8])-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H](-[#6](-[#8])=[#8])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
165,fuscachelin C,Thermobifida fusca,1,2,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H](C(=O)N)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(N)=N)NC(=O)c2c(O)c(O)ccc2,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#8])-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H](-[#6](=[#8])-[#7])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
167,heterobactin A,Rhodococcus erythropolis,1,2,0,0,0,0,1,c1ccc(O)c(O)c1C(=O)NCCC[C@@H](NC(=O)c2c(O)c(O)c(S(O)(=O)=O)cc2)C(=O)NCC(=O)N[C@H](C3=O)CCCN3O,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6@@H](-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6](-[#16](-[#8])(=[#8])=[#8]):[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H]1-[#6](=[#8])-[#7](-[#6]-[#6]-[#6]-1)-[#8],[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][C@@H1][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Branch1][=Branch2][S][Branch1][C][O][=Branch1][C][=O][=O][C][=C][Ring1][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][=O][C][C][C][N][Ring1][=Branch1][O]
168,heterobactin B,Rhodococcus erythropolis,1,1,0,0,0,0,0,ON1CCC[C@@H](C1=O)NC(=O)CNC(=O)[C@H](N)CCCNC(=O)c2c(O)c(O)ccc2,True,[#8]-[#7]1-[#6]-[#6]-[#6]-[#6@@H](-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@H](-[#7])-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[O][N][C][C][C][C@@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
169,hydroxycopropen,,3,0,0,0,0,0,0,OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/[C@H](O)CO,True,[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6@H](-[#8])-[#6]-[#8],[O][C][C][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][Branch2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C@H1][Branch1][C][O][C][O]
170,hydroxyisoneocoprogen I,,3,0,0,0,0,0,0,OC[C@H](O)/C(C)=C\C(=O)N(O)CCC[C@@H](NC1=O)C(=O)N[C@@H]1CCCN(O)C(=O)/C=C(C)\CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)C,True,[#8]-[#6]-[#6@H](-[#8])/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H]1-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][C][C@H1][Branch1][C][O][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C@@H1][Ring1][=Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][\C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
171,hydroxyneocoprogen I,,3,0,0,0,0,0,0,O=C(C)N(O)CCC[C@@H](NC1=O)C(=O)N[C@@H]1CCCN(O)C(=O)/C=C(C)\CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/[C@@H](O)CO,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H]1-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](/[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6@@H](-[#8])-[#6]-[#8],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C@@H1][Ring1][=Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][\C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C@@H1][Branch1][C][O][C][O]
172,isoneocoprogen I,,3,0,0,0,0,0,0,OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)C,True,[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][C][C][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][Branch2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
173,isotriornicin,,3,0,0,0,0,0,0,CC(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)/C=C(C)/CCO,True,[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8],[C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][Branch2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O]
175,nocardia heterobactin,Nocardia tenerifensis,1,2,0,0,0,0,0,ON1CCC[C@@H](C1=O)NC(=O)CNC(=O)[C@H](NC(=O)c2c(O)c(O)ccc2)CCCNC(=O)c3c(O)c(O)ccc3,True,[#8]-[#7]1-[#6]-[#6]-[#6]-[#6@@H](-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1)-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[O][N][C][C][C][C@@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
176,linear fusigen,"Suillus granulatus, Suillus luteus",3,0,0,1,0,0,0,OC(=O)[C@H](N)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@H](N)CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@H](N)CCCN(O)C(=O)/C=C(C)/CCO,True,[#8]-[#6](=[#8])-[#6@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#7])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8],[O][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O]
177,linear trichrisobactin,Dickeya chrysanthemi,0,3,0,0,0,0,0,Oc1c(O)cccc1C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)COC(=O)[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)c2c(O)c(O)ccc2)COC(=O)[C@H](CO)NC(=O)[C@@H](CCCCN)NC(=O)c3c(O)c(O)ccc3,True,[#8]-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#6]-[#7])-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#8])-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#6]-[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1)-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#6]-[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
178,Maduraferrin,,1,0,0,0,1,0,0,C1CCNN([C@H]12)C(=O)[C@@H](N(C2=O)C)CCCN(O)C(=O)[C@H](CO)NC(=O)CNC(=O)CCNC(=O)c3ccccc3O,True,[#6]1-[#6]-[#6]-[#7]-[#7]2-[#6@H]-1-[#6](-[#7](-[#6@H](-[#6]-2=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8])-[#6])=[#8],[C][C][C][N][N][Branch1][Ring2][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
180,malonichrome,Fusarium roseum,3,0,0,0,0,0,0,OC(=O)CC(=O)N(O)CCC[C@@H](NC1=O)C(=O)NCC(=O)N[C@H](C)C(=O)NCC(=O)N[C@H](CCCN(O)C(=O)CC(O)=O)C(=O)N[C@@H]1CCCN(O)C(=O)CC(O)=O,True,[#8]-[#6](=[#8])-[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H]1-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6](-[#6@H](-[#7]-[#6](-[#6]-[#7]-[#6](-[#6@H](-[#7]-[#6](-[#6]-[#7]-[#6]-1=[#8])=[#8])-[#6])=[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6](-[#8])=[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6](-[#8])=[#8],[O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][Branch1][C][O][=O][C][=Branch1][C][=O][N][C@@H1][Ring2][Ring2][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][Branch1][C][O][=O]
181,micacocidin,,0,0,0,1,1,0,1,OC(=O)[C@]1(C)N=C(SC1)C(C)(C)[C@@H](O)[C@@H](N2C)CS[C@@H]2[C@@H]3N=C(SC3)c4c(CCCCC)cccc4O,True,[#8]-[#6](=[#8])-[#6@]1(-[#6])-[#7]=[#6](-[#16]-[#6]-1)-[#6](-[#6])(-[#6])-[#6@@H](-[#8])-[#6@H]1-[#7](-[#6])-[#6@H](-[#16]-[#6]-1)-[#6@@H]1-[#7]=[#6](-[#16]-[#6]-1)-[#6]1:[#6](-[#6]-[#6]-[#6]-[#6]-[#6]):[#6]:[#6]:[#6]:[#6]:1-[#8],[O][C][=Branch1][C][=O][C@][Branch1][C][C][N][=C][Branch1][Branch1][S][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][Ring1][N][C][C][S][C@@H1][Ring1][Branch1][C@@H1][N][=C][Branch1][Branch1][S][C][Ring1][Branch1][C][=C][Branch1][=Branch1][C][C][C][C][C][C][=C][C][=C][Ring1][O][O]
182,mirubactin,Actinosynnema mirum,0,2,0,1,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](C(O)=O)CCCN(C=O)OC(=O)c2c(O)c(O)ccc2,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#6](=[#8])-[#7]-[#6@@H](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]-[#7](-[#6]=[#8])-[#8]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][C][N][Branch1][Ring1][C][=O][O][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
183,mugineic acid,,0,0,1,2,0,0,0,OC(=O)[C@H](CC1)N1C[C@H](O)[C@@H](C(O)=O)NCC[C@H](O)C(O)=O,True,[#8]-[#6](=[#8])-[#6@@H]1-[#6]-[#6]-[#7]-1-[#6]-[#6@H](-[#8])-[#6@@H](-[#6](-[#8])=[#8])-[#7]-[#6]-[#6]-[#6@H](-[#8])-[#6](-[#8])=[#8],[O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][C][N][Ring1][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][N][C][C][C@H1][Branch1][C][O][C][Branch1][C][O][=O]
193,neoaspergillic acid,"Aspergillus FSY-01, Aspergillus FSY-02",1,0,0,0,0,0,0,CC(C)Cc(n1O)cnc(c1=O)CC(C)C,True,[#6]-[#6](-[#6])-[#6]-[#6]1:[#7](-[#8]):[#6](:[#6](:[#7]:[#6]:1)-[#6]-[#6](-[#6])-[#6])=[#8],[C][C][Branch1][C][C][C][C][Branch1][Ring1][N][O][=C][N][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][C][Branch1][C][C][C]
195,neocoprogen II,,3,0,0,0,0,0,0,O=C(C)N(O)CCC[C@@H](NC1=O)C(=O)N[C@@H]1CCCN(O)C(=O)/C=C(C)/CCOC(=O)[C@@H](NC(=O)C)CCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@H]1-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C@@H1][Ring1][=Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
196,neurosporin,Neurospora crassa,3,0,0,0,0,0,0,CC(=O)N[C@@H]1C(=O)OCC/C(C)=C/C(=O)N(O)CCC[C@@H](NC(=O)C)C(=O)OCCC(\C)=C\C(=O)N(O)CCC[C@@H](NC(=O)C)C(=O)OCC/C(C)=C\C(=O)N(O)CCC1,True,[#6]-[#6](=[#8])-[#7]-[#6@@H]1-[#6](=[#8])-[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6](=[#8])-[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H](-[#7]-[#6](=[#8])-[#6])-[#6](=[#8])-[#8]-[#6]-[#6]/[#6](-[#6])=[#6]\[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-1,[C][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][O][C][C][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][\C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O][C][C][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][Ring2][Branch1][Branch2]
