ID,Compounds,Microorganism,hydroxamate,catecholate,a-hydroxycarboxylate,carboxylate,phenolate,citrate,other,SMILES,validate smiles,SMARTS,SELFIES
223,rhizobactin 1021,Rhizobium meliloti,2,0,0,0,0,1,0,O=C(C)N(O)CCCNC(=O)C[C@](O)(C(O)=O)CC(=O)NCCCN(O)C(=O)\C=C\CCCCCCC,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6]/[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][N][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][\C][=C][\C][C][C][C][C][C][C]
224,rhodotorulic acid,"Leucosporidium scottii, Rhodosporidium toruloides, Rhodotorula glutinis, Rhodotorula graminis, Rhodotorula pilimanae, Rhodotorula pilimanae, Rhodotorula rubra, Sporidiobolus johnsonii, Sporidiobolus ruinenii, Sporobolomyces albo-rubescens, Sporobolomyces hispaniicus, Sporobolomyces pararoseus, Sporobolomyces roseus",2,0,0,0,0,0,0,O=C(C)N(O)CCC[C@H](NC1=O)C(=O)N[C@H]1CCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C@H1][Branch1][Ring2][N][C][=O][C][=Branch1][C][=O][N][C@H1][Ring1][=Branch1][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
226,sake colorant A,,1,0,0,0,0,0,0,OC[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](CCCCCC)NC(=O)[C@@H](CCCN(O)C(=O)C)NC(=O)[C@H](NC(=O)CNC1=O)CCCNC(=O)C,True,[#8]-[#6]-[#6@@H]1-[#7]-[#6](=[#8])-[#6@@H](-[#6])-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6](=[#8])-[#6]-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6],[O][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][C][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][N][C][=Branch1][C][=O][C][N][C][Ring2][Ring2][=Branch1][=O][C][C][C][N][C][=Branch1][C][=O][C]
228,salmochelin S1,Salmonella enterica,0,2,0,1,0,0,0,O[C@@H]1[C@@H](CO)O[C@H]([C@H](O)[C@H]1O)c2cc(c(O)c(O)c2)C(=O)N[C@H](C(O)=O)COC(=O)[C@H](CO)NC(=O)c3c(O)c(O)ccc3,True,[#8]-[#6@@H]1-[#6@@H](-[#6]-[#8])-[#8]-[#6@H](-[#6@H](-[#8])-[#6@H]-1-[#8])-[#6]1:[#6]:[#6](:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#6](=[#8])-[#7]-[#6@H](-[#6](-[#8])=[#8])-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O][C][=C][C][=Branch1][N][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
229,salmochelin S2,Salmonella enterica,0,3,0,1,0,0,0,Oc1c(O)cccc1C(=O)N[C@@H](CO)C(=O)OC[C@H](NC(=O)c2cc(cc(O)c2O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)OC[C@@H](C(=O)O)NC(=O)c4cc(cc(O)c4O)[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O,True,[#8]-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#8])-[#6](=[#8])-[#8]-[#6]-[#6@H](-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6](:[#6]:[#6](-[#8]):[#6]:1-[#8])-[#6@@H]1-[#8]-[#6@H](-[#6]-[#8])-[#6@@H](-[#8])-[#6@H](-[#8])-[#6@H]-1-[#8])-[#6](=[#8])-[#8]-[#6]-[#6@@H](-[#6](=[#8])-[#8])-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6](:[#6]:[#6](-[#8]):[#6]:1-[#8])-[#6@@H]1-[#8]-[#6@H](-[#6]-[#8])-[#6@@H](-[#8])-[#6@H](-[#8])-[#6@H]-1-[#8],[O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][=Branch1][C][=O][O][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O]
230,salmochelin S4,"Escherichia coli, Salmonella enterica",0,3,0,0,0,0,0,O[C@@H]1[C@@H](CO)O[C@@H]([C@H](O)[C@@H]1O)c2cc(c(O)c(O)c2)C(=O)N[C@@H]3COC(=O)[C@@H](NC(=O)c(c(O)c(O)c4)cc4[C@@H]([C@H](O)[C@@H]5O)O[C@@H]([C@H]5O)CO)COC(=O)[C@H](COC3=O)NC(=O)c6c(O)c(O)ccc6,True,[#8]-[#6@@H]1-[#6@@H](-[#6]-[#8])-[#8]-[#6@@H](-[#6@H](-[#8])-[#6@@H]-1-[#8])-[#6]1:[#6]:[#6](:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#6](=[#8])-[#7]-[#6@@H]1-[#6]-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6]2:[#6](-[#8]):[#6](-[#8]):[#6]:[#6](:[#6]:2)-[#6@H]2-[#6@H](-[#8])-[#6@H](-[#8])-[#6@@H](-[#6@H](-[#8]-2)-[#6]-[#8])-[#8])-[#6]-[#8]-[#6](=[#8])-[#6@H](-[#6]-[#8]-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O][C][=C][C][=Branch1][N][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][=Branch1][#Branch2][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Ring1][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C@@H1][O][O][C@@H1][Branch1][Branch1][C@H1][Ring1][Branch1][O][C][O][C][O][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][O][C][Ring2][Ring2][Ring2][=O][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
232,salmycin A,,3,0,0,0,0,0,0,OC[C@H](NC)[C@H](O)[C@H](O)[C@@H](O)[C@@H](C=O)O[C@@H](C(=N\O)/[C@H](O)[C@H]1O)O[C@H]1COC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCO,True,[#8]-[#6]-[#6@H](-[#7]-[#6])-[#6@H](-[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@@H](-[#6]=[#8])-[#8]-[#6@H]1/[#6](=[#7]\[#8])-[#6@H](-[#8])-[#6@@H](-[#8])-[#6@@H](-[#8]-1)-[#6]-[#8]-[#6](=[#8])-[#6]-[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#8],[O][C][C@H1][Branch1][Ring1][N][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][=O][O][C@@H1][Branch1][N][C][=Branch1][Ring1][=N][\O][/C@H1][Branch1][C][O][C@H1][O][O][C@H1][Ring1][Ring2][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][C][O]
233,schizokinen,"Anabaena sp., Bacillus megaterium, Rhizobium leguminosarum",2,0,0,0,0,1,0,O=C(C)N(O)CCCNC(=O)CC(O)(C(O)=O)CC(=O)NCCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][N][C][=Branch1][C][=O][C][C][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
234,schizokinen A,,2,0,0,0,0,0,0,O=C(C)N(O)CCCN(C1=O)C(=O)C[C@@]1(O)CC(=O)NCCCN(O)C(=O)C,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#7]1-[#6](=[#8])-[#6@](-[#6]-[#6]-1=[#8])(-[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][N][Branch1][Ring1][C][=O][C][=Branch1][C][=O][C][C@@][Ring1][=Branch1][Branch1][C][O][C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
235,serratiochelin,,0,2,0,0,0,0,0,c1ccc(O)c(O)c1C(OC2)=N[C@@H]2C(=O)NCCCNC(=O)c3c(O)c(O)ccc3,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6]1-[#8]-[#6]-[#6@H](-[#7]=1)-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Branch1][Ring1][O][C][=N][C@@H1][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
236,serratiochelins A,Serratia sp. V4,0,2,0,0,0,0,0,c1ccc(O)c(O)c1C(O[C@@H]2C)=N[C@@H]2C(=O)NCCCNC(=O)c3c(O)c(O)ccc3,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6]1-[#8]-[#6@H](-[#6])-[#6@H](-[#7]=1)-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Branch1][Ring2][O][C@@H1][C][=N][C@@H1][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
237,serratiochelins B,Serratia sp. V4,0,2,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@@H]([C@@H](O)C)C(=O)NCCCNC(=O)c2c(O)c(O)ccc2,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@@H](-[#6@@H](-[#8])-[#6])-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
238,serratiochelins C,Serratia sp. V4,0,2,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)O[C@H](C)[C@H](N)C(=O)NCCCNC(=O)c2c(O)c(O)ccc2,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#8]-[#6@H](-[#6])-[#6@H](-[#7])-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
240,staphyloferrin A,"Staphylococcus aureus, Staphylococcus hyicus",0,0,0,1,0,2,0,OC(=O)C[C@](O)(C(O)=O)CC(=O)N[C@@H](C(O)=O)CCCNC(=O)C[C@@](O)(C(O)=O)CC(O)=O,True,[#8]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6@@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](-[#8])=[#8],[O][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][C][N][C][=Branch1][C][=O][C][C@@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][Branch1][C][O][=O]
241,staphyloferrin B,"Alcaligenes eutrophus, Cupriavidus metallidurans, Ralstonia eutropha, Ralstonia solanacearum, Staphylococcus aureus, Staphylococcus hyicus",0,0,1,1,0,1,0,OC(=O)[C@@H](N)CNC(=O)C[C@](O)(C(O)=O)CC(=O)NCCNC(=O)CCC(=O)C(O)=O,True,[#8]-[#6](=[#8])-[#6@@H](-[#7])-[#6]-[#7]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#6](=[#8])-[#6](-[#8])=[#8],[O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][N][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][Branch1][C][O][=O]
242,streptobactin,Streptomyces sp. YM5-799,0,3,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@H]2[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)c3c(O)c(O)ccc3)[C@@H](C)OC(=O)[C@H]([C@@H](C)OC2=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)c4c(O)c(O)ccc4,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#6](=[#8])-[#7]-[#6@H]1-[#6@@H](-[#6])-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#7]-[#6](=[#8])-[#6]2:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:2)-[#6@@H](-[#6])-[#8]-[#6](=[#8])-[#6@H](-[#6@@H](-[#6])-[#8]-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][C@H1][Branch1][O][C@@H1][Branch1][C][C][O][C][Ring2][Ring2][#Branch1][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
243,synechobactin A,Synechoccus so. PCC 7002,2,0,0,0,0,1,0,O=C(C)N(O)CCCC(=O)C[C@](O)(C(O)=O)CC(=O)CCCN(O)C(=O)CCCCCCCCCCC,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C]
244,synechobactin B,Synechoccus so. PCC 7002,2,0,0,0,0,1,0,O=C(C)N(O)CCCC(=O)C[C@](O)(C(O)=O)CC(=O)CCCN(O)C(=O)CCCCCCCCC,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C]
245,synechobactin C,Synechoccus so. PCC 7002,2,0,0,0,0,1,0,O=C(C)N(O)CCCC(=O)C[C@](O)(C(O)=O)CC(=O)CCCN(O)C(=O)CCCCCCC,True,[#8]=[#6](-[#6])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],[O][=C][Branch1][C][C][N][Branch1][C][O][C][C][C][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C]
246,taiwachelin,Cupriavidus taiwanensis,2,0,1,1,0,0,0,ON1CCC[C@@H](C1=O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCN(O)C(=O)C[C@@H](O)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H]([C@H](O)C)NC(=O)[C@H]([C@H](O)C(O)=O)NC(=O)CCCCCCCCCCC,True,[#8]-[#7]1-[#6]-[#6]-[#6]-[#6@@H](-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6]-[#6@@H](-[#8])-[#6])-[#7]-[#6](=[#8])-[#6@H](-[#6]-[#6](-[#8])=[#8])-[#7]-[#6](=[#8])-[#6@@H](-[#6@H](-[#8])-[#6])-[#7]-[#6](=[#8])-[#6@H](-[#6@H](-[#8])-[#6](-[#8])=[#8])-[#7]-[#6](=[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],[O][N][C][C][C][C@@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][C][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C@@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C@H1][Branch1][C][O][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C]
247,tetraglycine ferrichrome,,3,0,0,0,0,0,0,CC(=O)N(O)CCC[C@@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](C(=O)N1)CCCN(O)C(=O)C,True,[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6])-[#6](=[#8])-[#7]-[#6@@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])-[#6],[C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring2][Ring2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][C]
249,thio-quinolobactin,Pseudomonas fluorescens,0,0,0,0,1,0,1,Oc1cccc(c12)c(OC)cc(n2)C(S)=O,True,[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1:[#7]:[#6](:[#6]:[#6]:2-[#8]-[#6])-[#6](-[#16])=[#8],[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][Branch1][C][S][=O]
250,trans-fusarinine,Histoplasma capsulatum,1,0,0,1,0,0,0,OCC/C(C)=C/C(=O)N(O)CCC[C@@H](N)C(O)=O,True,[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H](-[#7])-[#6](-[#8])=[#8],[O][C][C][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][Branch1][C][N][C][Branch1][C][O][=O]
